geo_event_id,account_id,timestamp,ip_address,city,state,country,latitude,longitude,is_vpn_or_proxy,distance_from_last_location_km,registered_country_match,event_type,evidence_status
GEO-HVAOF5,ACC-C04T2VY,2026-04-01 13:00:00,157.165.176.65,Nagpur,Maharashtra,INDIA,21.155786,79.133271,FALSE,6.0,TRUE,LOGIN,AVAILABLE
GEO-BZ7QHL,ACC-QT68YT0,2026-04-01 13:02:00,,,,,,,,,,LOGIN,UNAVAILABLE
GEO-AMPV23,ACC-K8THBZ5,2026-04-01 13:22:00,103.151.196.47,Lucknow,Uttar Pradesh,INDIA,26.806247,80.946887,FALSE,4.4,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-6LEIDB,ACC-EYNINT1,2026-04-01 13:38:00,223.156.69.16,Chennai,Tamil Nadu,INDIA,13.086531,80.259688,FALSE,5.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-3ZXEKL,ACC-8MFT3J4,2026-04-01 13:39:00,49.240.98.36,Mumbai,Maharashtra,INDIA,19.104772,72.876374,FALSE,2.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-JM9I37,ACC-RDEZX6K,2026-04-01 13:49:00,117.200.127.98,Patna,Bihar,INDIA,25.554606,85.129197,FALSE,2.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-OBD268,ACC-HEZ5EDJ,2026-04-01 13:50:00,182.181.202.126,Visakhapatnam,Andhra Pradesh,INDIA,17.679120,83.233463,FALSE,0.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-MMA8MM,ACC-KGYC4OM,2026-04-01 13:54:00,117.226.233.215,Hyderabad,Telangana,INDIA,17.432616,78.466143,FALSE,0.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-F48ASE,ACC-NWET6T1,2026-04-01 13:55:00,49.134.92.227,Bhopal,Madhya Pradesh,INDIA,23.283096,77.457148,FALSE,2.1,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-Y2RF3D,ACC-QBCV0QM,2026-04-01 14:13:00,157.7.4.111,Bengaluru,Karnataka,INDIA,13.019760,77.560471,FALSE,12.2,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-2OXS17,ACC-QBCV0QM,2026-04-01 14:16:00,49.235.53.82,Bengaluru,Karnataka,INDIA,12.995808,77.643167,FALSE,7.6,TRUE,LOGIN,AVAILABLE
GEO-OU3IHH,ACC-W81XE6V,2026-04-01 14:23:00,117.180.209.152,Pune,Maharashtra,INDIA,18.509258,73.840600,FALSE,3.7,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-9TB7RG,ACC-5ZTKB9Z,2026-04-01 14:24:00,182.174.22.22,Pune,Maharashtra,INDIA,18.474815,73.890337,FALSE,9.0,TRUE,LOGIN,AVAILABLE
GEO-JVEHE4,ACC-FPEA0JL,2026-04-01 14:27:00,117.126.103.119,Mumbai,Maharashtra,INDIA,19.043378,72.887005,FALSE,4.3,TRUE,LOGIN,AVAILABLE
GEO-R8QAH2,ACC-366FZX6,2026-04-01 14:28:00,106.239.189.118,Coimbatore,Tamil Nadu,INDIA,11.012205,76.960124,FALSE,2.8,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-PG880L,ACC-N4YTUKC,2026-04-01 14:31:00,117.81.121.110,Pune,Maharashtra,INDIA,18.552937,73.872802,FALSE,8.0,TRUE,LOGIN,AVAILABLE
GEO-H16LX7,ACC-UXI7OGZ,2026-04-01 14:39:00,157.191.27.12,Chandigarh,Chandigarh,INDIA,30.765254,76.823841,FALSE,3.3,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-UKG71D,ACC-1FSOC4W,2026-04-01 14:50:00,157.135.84.152,Coimbatore,Tamil Nadu,INDIA,10.969824,76.924525,FALSE,8.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-3DG2ZM,ACC-PCZ2O8N,2026-04-01 14:57:00,49.87.187.10,Chennai,Tamil Nadu,INDIA,13.090922,80.290247,FALSE,4.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-SJ1L5N,ACC-ONMRS5Y,2026-04-01 15:04:00,157.45.90.237,Chennai,Tamil Nadu,INDIA,13.042570,80.267861,FALSE,10.2,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-997CIU,ACC-Q5XVTHG,2026-04-01 15:06:00,223.193.179.63,Jaipur,Rajasthan,INDIA,26.895871,75.756705,FALSE,6.7,TRUE,LOGIN,AVAILABLE
GEO-WPX4TU,ACC-7YVR4NK,2026-04-01 15:10:00,103.125.151.153,Kochi,Kerala,INDIA,9.950566,76.297192,FALSE,7.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-DC50UO,ACC-Y1WIZ9P,2026-04-01 15:18:00,182.158.7.137,Kolkata,West Bengal,INDIA,22.560773,88.405645,FALSE,5.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-M9QYGF,ACC-BQR9LC5,2026-04-01 15:19:00,223.248.50.60,Bengaluru,Karnataka,INDIA,12.959550,77.551859,FALSE,6.4,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-XARTU0,ACC-CUG7RQ8,2026-04-01 15:20:00,49.152.133.26,Surat,Gujarat,INDIA,21.124415,72.857299,FALSE,6.9,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-530AZC,ACC-CDP9AJG,2026-04-01 15:29:00,182.159.107.45,Kolkata,West Bengal,INDIA,22.537121,88.398191,FALSE,1.8,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-PQ04CW,ACC-M5VWIPG,2026-04-01 15:33:00,223.244.181.235,Coimbatore,Tamil Nadu,INDIA,11.042449,76.948527,FALSE,9.4,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-3CU8SC,ACC-9ET83Z0,2026-04-01 15:43:00,117.170.100.106,Coimbatore,Tamil Nadu,INDIA,11.035740,76.960256,FALSE,0.9,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-9RKB0Y,ACC-H7GX86O,2026-04-01 15:49:00,49.28.110.144,Guwahati,Assam,INDIA,26.147241,91.720515,FALSE,6.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-KPKF5J,ACC-E3YVZMZ,2026-04-01 15:50:00,157.46.153.22,Chandigarh,Chandigarh,INDIA,30.734225,76.749940,FALSE,7.3,TRUE,LOGIN,AVAILABLE
GEO-8WGDM1,ACC-FH01XWM,2026-04-01 15:55:00,,,,,,,,,,LOGIN,UNAVAILABLE
GEO-T6BN7W,ACC-OK8NHVI,2026-04-01 16:02:00,117.238.78.232,Delhi,Delhi,INDIA,28.609297,77.178493,FALSE,8.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-1ABPVH,ACC-2O8PT4M,2026-04-01 16:04:00,157.55.57.238,Indore,Madhya Pradesh,INDIA,22.734515,75.867436,FALSE,6.2,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-129ENY,ACC-2KLTALC,2026-04-01 16:05:00,49.114.173.42,Pune,Maharashtra,INDIA,18.508424,73.837938,FALSE,3.2,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-HC1YDB,ACC-8L3178T,2026-04-01 16:19:00,49.90.15.107,Jaipur,Rajasthan,INDIA,26.908220,75.836479,FALSE,3.9,TRUE,LOGIN,AVAILABLE
GEO-35143T,ACC-HHFH56O,2026-04-01 16:24:00,103.29.161.119,Coimbatore,Tamil Nadu,INDIA,11.005514,77.002660,FALSE,10.2,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-LU1F39,ACC-4SBKXCS,2026-04-01 16:26:00,117.185.12.151,Patna,Bihar,INDIA,25.625053,85.104696,FALSE,3.2,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-YGB2KJ,ACC-3HQ57UY,2026-04-01 16:27:00,182.47.148.200,Chennai,Tamil Nadu,INDIA,13.109780,80.241446,FALSE,6.1,TRUE,LOGIN,AVAILABLE
GEO-QZ66OE,ACC-C9ODQQB,2026-04-01 16:30:00,103.179.62.58,Hyderabad,Telangana,INDIA,17.405023,78.488513,FALSE,5.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-G0H77I,ACC-RNKK5FI,2026-04-01 16:36:00,223.182.184.44,Pune,Maharashtra,INDIA,18.529829,73.897473,FALSE,10.6,TRUE,LOGIN,AVAILABLE
GEO-7Q71Y7,ACC-KO0JL6Q,2026-04-01 16:38:00,49.115.155.127,Mumbai,Maharashtra,INDIA,19.048566,72.912319,FALSE,7.8,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-JX2KSE,ACC-0IQSVUH,2026-04-01 16:39:00,103.240.48.133,Mumbai,Maharashtra,INDIA,19.121547,72.831611,FALSE,7.8,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-3KAMLS,ACC-R7CETEN,2026-04-01 16:46:00,157.159.124.177,Ahmedabad,Gujarat,INDIA,22.972752,72.606441,FALSE,1.9,TRUE,LOGIN,AVAILABLE
GEO-AWDKW4,ACC-0IQSVUH,2026-04-01 16:47:00,223.110.19.166,Mumbai,Maharashtra,INDIA,19.093299,72.887586,FALSE,3.0,TRUE,LOGIN,AVAILABLE
GEO-EVCLX1,ACC-5R5L6RZ,2026-04-01 17:02:00,106.166.42.243,Indore,Madhya Pradesh,INDIA,22.739203,75.807916,FALSE,4.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-95LGG2,ACC-6YHRDU3,2026-04-01 17:03:00,182.38.13.70,Bhopal,Madhya Pradesh,INDIA,23.303048,77.429041,FALSE,6.3,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-VQEWD5,ACC-BDH02YH,2026-04-01 17:08:00,223.62.10.137,Hyderabad,Telangana,INDIA,17.421713,78.452656,FALSE,7.2,TRUE,LOGIN,AVAILABLE
GEO-1OJHG0,ACC-VQ2RPUV,2026-04-01 17:11:00,182.65.215.50,Kolkata,West Bengal,INDIA,22.543170,88.357322,FALSE,4.4,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-9VZJSF,ACC-PR8DOYW,2026-04-01 17:15:00,157.89.214.21,Delhi,Delhi,INDIA,28.580855,77.201815,FALSE,7.1,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-2SPRY6,ACC-JWSOYH5,2026-04-01 17:31:00,157.144.38.135,Hyderabad,Telangana,INDIA,17.425826,78.483294,FALSE,7.8,TRUE,LOGIN,AVAILABLE
GEO-K0VUCP,ACC-ZXCZD9M,2026-04-01 17:41:00,223.136.38.124,Visakhapatnam,Andhra Pradesh,INDIA,17.735271,83.196216,FALSE,5.1,TRUE,LOGIN,AVAILABLE
GEO-HC5M8J,ACC-MC67OKC,2026-04-01 17:42:00,157.171.243.146,Lucknow,Uttar Pradesh,INDIA,26.845134,80.950338,FALSE,3.1,TRUE,LOGIN,AVAILABLE
GEO-58S9VX,ACC-12310X5,2026-04-01 17:42:00,117.172.215.55,Bengaluru,Karnataka,INDIA,13.005263,77.629311,FALSE,0.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-O8EQAW,ACC-EYNINT1,2026-04-01 17:44:00,182.166.188.82,Chennai,Tamil Nadu,INDIA,13.056967,80.284889,FALSE,3.4,TRUE,LOGIN,AVAILABLE
GEO-TZ235O,ACC-9K6DZQ5,2026-04-01 17:45:00,182.75.49.214,Lucknow,Uttar Pradesh,INDIA,26.804264,80.931435,FALSE,4.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-KW9OBY,ACC-4ZXTX1L,2026-04-01 18:09:00,182.235.249.26,Kochi,Kerala,INDIA,9.927570,76.250772,FALSE,5.6,TRUE,LOGIN,AVAILABLE
GEO-WI3PTL,ACC-VQ2RPUV,2026-04-01 18:21:00,157.190.67.202,Kolkata,West Bengal,INDIA,22.561274,88.375238,FALSE,2.7,TRUE,LOGIN,AVAILABLE
GEO-H2S0UC,ACC-772URMS,2026-04-01 18:27:00,157.146.91.183,Ahmedabad,Gujarat,INDIA,22.987131,72.575693,FALSE,2.1,TRUE,LOGIN,AVAILABLE
GEO-KFZUJ8,ACC-ZJ2O1XJ,2026-04-01 18:30:00,182.30.141.35,Guwahati,Assam,INDIA,26.118497,91.717853,FALSE,5.2,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-T8C5LQ,ACC-CEQUA7O,2026-04-01 18:31:00,182.175.139.196,Patna,Bihar,INDIA,25.556979,85.113921,FALSE,7.3,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-GSP4YX,ACC-JE7AK2W,2026-04-01 18:52:00,106.18.118.159,Coimbatore,Tamil Nadu,INDIA,11.004576,76.966114,FALSE,5.8,TRUE,LOGIN,AVAILABLE
GEO-1D7QTN,ACC-R1UQKER,2026-04-01 18:53:00,49.250.124.69,Hyderabad,Telangana,INDIA,17.415538,78.447944,FALSE,6.8,TRUE,LOGIN,AVAILABLE
GEO-IM6ECN,ACC-6Y3A5Z1,2026-04-01 18:58:00,157.30.158.66,Nagpur,Maharashtra,INDIA,21.130543,79.130117,FALSE,0.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-VV96MT,ACC-O0V3Z0G,2026-04-01 19:02:00,117.74.194.243,Bengaluru,Karnataka,INDIA,12.975629,77.581925,FALSE,2.6,TRUE,LOGIN,AVAILABLE
GEO-ECYC4F,ACC-HL8Z7IO,2026-04-01 19:06:00,157.21.43.142,Ahmedabad,Gujarat,INDIA,23.005758,72.554868,FALSE,0.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-RXZ22U,ACC-H7GPNG4,2026-04-01 19:17:00,106.73.233.36,Kolkata,West Bengal,INDIA,22.605511,88.356756,FALSE,4.6,TRUE,LOGIN,AVAILABLE
GEO-14DSS4,ACC-YRJVZA6,2026-04-01 19:21:00,106.174.156.171,Guwahati,Assam,INDIA,26.180273,91.703104,FALSE,9.7,TRUE,LOGIN,AVAILABLE
GEO-G0PYHM,ACC-W77QKXI,2026-04-01 19:32:00,223.45.185.130,Coimbatore,Tamil Nadu,INDIA,10.989342,76.919542,FALSE,5.0,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-GK0SBC,ACC-M8PYQDR,2026-04-01 19:43:00,117.138.83.17,Lucknow,Uttar Pradesh,INDIA,26.850291,80.915381,FALSE,4.4,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-RN97J8,ACC-XQ6ARCR,2026-04-01 19:51:00,49.205.145.51,Visakhapatnam,Andhra Pradesh,INDIA,17.693095,83.252660,FALSE,6.9,TRUE,LOGIN,AVAILABLE
GEO-HCMY6V,ACC-C4XYJLC,2026-04-01 19:52:00,182.218.22.210,Coimbatore,Tamil Nadu,INDIA,11.047413,76.929292,FALSE,8.4,TRUE,LOGIN,AVAILABLE
GEO-F1RFWV,ACC-C3DXMRX,2026-04-01 19:52:00,,,,,,,,,,LOGIN,UNAVAILABLE
GEO-WDFF2M,ACC-D1I4N2E,2026-04-01 19:53:00,103.141.90.122,Kochi,Kerala,INDIA,9.881265,76.264911,FALSE,9.9,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-U11TQX,ACC-AH3XM2A,2026-04-01 19:58:00,182.250.32.167,Pune,Maharashtra,INDIA,18.554442,73.824509,FALSE,5.4,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-K0EA35,ACC-SRI2AOF,2026-04-01 20:01:00,106.185.217.192,Indore,Madhya Pradesh,INDIA,22.697097,75.871649,FALSE,1.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-4QC0LY,ACC-8MFT3J4,2026-04-01 20:10:00,223.113.205.250,Mumbai,Maharashtra,INDIA,19.090745,72.857007,FALSE,2.9,TRUE,LOGIN,AVAILABLE
GEO-VF8Q11,ACC-9WHSBP1,2026-04-01 20:12:00,117.6.78.112,Kolkata,West Bengal,INDIA,22.567409,88.400554,FALSE,0.8,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-GK466I,ACC-T1EGD9D,2026-04-01 20:13:00,182.31.3.57,Patna,Bihar,INDIA,25.588723,85.178725,FALSE,8.9,TRUE,LOGIN,UNKNOWN
GEO-21MFM7,ACC-GA3ZIBH,2026-04-01 20:15:00,117.141.136.31,Pune,Maharashtra,INDIA,18.564566,73.859831,FALSE,5.6,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-6RGEUP,ACC-SP7RU86,2026-04-01 20:31:00,223.67.59.15,Surat,Gujarat,INDIA,21.141688,72.860595,FALSE,9.5,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-JDAVX1,ACC-DG0LKS9,2026-04-01 20:50:00,49.47.61.52,Bengaluru,Karnataka,INDIA,12.952130,77.637176,FALSE,3.4,TRUE,TRANSACTION_AUTH,AVAILABLE
GEO-W3LPEI,ACC-7SFQM9R,2026-04-01 20:51:00,223.98.198.208,Visakhapatnam,Andhra Pradesh,INDIA,17.647632,83.213556,FALSE,7.3,TRUE,TRANSACTION_AUTH,AVAILABLE
